"ORDER_ID";"ORDER_DATE";"ORDER_CHANNEL";"CUSTOMER_NAME";"CUSTOMER_TYPE";"WAREHOUSE_CODE";"SHIP_TO_PROVINCE";"ITEM_ID";"ORDER_QTY_UOM";"ORDER_QTY_PCS";"UNIT_SELLING_PRICE_CAD";"UNIT_SELLING_PRICE_USD";"ORDER_STATUS";"SHIPMENT_ID";"OUTBOUND_CARRIER";"OUTBOUND_SERVICE_LEVEL";"ORDER_SHIP_DATE";"ORDER_DELIVERY_DATE";"SHIPPED_QTY_PCS";"OUTBOUND_TRACKING_NUMBER";"FREIGHT_COST_CAD";"FREIGHT_COST_USD";"ITEM_DESCRIPTION";"ITEM_CATEGORY";"ITEM_BRAND";"UNITS_PER_CARTON";"UNIT_NET_WEIGHT";"UNIT_CBM";"AVERAGE_ITEM_COST_CAD";"AVERAGE_ITEM_COST_USD";"COUNTRY_OF_ORIGIN"
"SO-2025-000264";"2025-08-27";"B2C";"Ecommerce-CA";"Consumer";"TOR";"NL";"COS-0010";"Each";5;14.22;10.38;"Shipped";"OUT-000264";"Purolator";"Ground";"2025-08-28";"2025-08-30";5;"PUR3701508673";8.91;6.5;"LumiCare Hyaluronic Face Wash";"Face Wash";"LumiCare";6;0.289;0.00105;5.58;4.07;"Poland"
"SO-2025-000265";"2025-06-20";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0021";"Each";4;2.68;1.96;"Shipped";"OUT-000265";"Canada Post";"Priority";"2025-06-21";"2025-06-26";4;"CAN7023618683";10.54;7.69;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";36;0.283;0.00055;1.72;1.26;"Poland"
"SO-2025-000266";"2025-06-11";"B2C";"Ecommerce-CA";"Consumer";"TOR";"NB";"COS-0003";"Each";3;5.84;4.26;"Pending";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Mint Lip Balm";"Lip Balm";"ArcticAura";36;0.105;0.000171;2.48;1.81;"Poland"
"SO-2025-000267";"2025-06-29";"B2C";"Ecommerce-CA";"Consumer";"VAN";"SK";"COS-0026";"Each";2;8.77;6.4;"Shipped";"OUT-000267";"Purolator";"Express";"2025-07-01";"2025-07-04";2;"PUR8123125238";8.76;6.39;"Vistula Beauty SPF 15 Face Wash";"Face Wash";"Vistula Beauty";12;0.134;0.000553;3.7;2.7;"Poland"
"SO-2025-000268";"2025-08-08";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0002";"Each";5;10.47;7.64;"Shipped";"OUT-000268";"Canada Post";"Priority";"2025-08-10";"2025-08-15";5;"CAN8441315123";9.15;6.68;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";6;0.177;0.000626;3.58;2.61;"Poland"
"SO-2025-000269";"2025-07-13";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0030";"Each";1;15.38;11.23;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"NordGlow SPF 15 Face Cream";"Face Cream";"NordGlow";36;0.148;0.001157;5.27;3.85;"Poland"
"SO-2025-000270";"2025-06-06";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0020";"Each";1;2.72;1.99;"Shipped";"OUT-000270";"UPS";"Express";"2025-06-07";"2025-06-10";1;"UPS3059915607";12.42;9.07;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";24;0.34;0.000614;1.6;1.17;"Poland"
"SO-2025-000271";"2025-07-19";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0028";"Each";5;15.07;11.0;"Shipped";"OUT-000271";"UPS";"Priority";"2025-07-20";"2025-07-23";5;"UPS6140554160";11.5;8.4;"PureBaltic Sensitive Skin Face Cream";"Face Cream";"PureBaltic";24;0.055;0.00059;4.77;3.48;"Poland"
"SO-2025-000272";"2025-06-23";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0015";"Each";3;6.64;4.85;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura SPF 15 Face Wash";"Face Wash";"ArcticAura";12;0.161;0.000618;3.21;2.34;"Poland"
"SO-2025-000273";"2025-08-16";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0010";"Each";3;11.65;8.5;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Hyaluronic Face Wash";"Face Wash";"LumiCare";6;0.289;0.00105;5.58;4.07;"Poland"
"SO-2025-000274";"2025-08-25";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0015";"Each";3;9.07;6.62;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura SPF 15 Face Wash";"Face Wash";"ArcticAura";12;0.161;0.000618;3.21;2.34;"Poland"
"SO-2025-000275";"2025-07-17";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0001";"Each";4;6.21;4.53;"Pending";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Citrus Lip Balm";"Lip Balm";"LumiCare";12;0.092;0.000196;1.86;1.36;"Poland"
"SO-2025-000276";"2025-07-27";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0029";"Each";5;12.63;9.22;"Shipped";"OUT-000276";"UPS";"Ground";"2025-07-29";"2025-08-01";5;"UPS6175196491";14.57;10.64;"LumiCare Hyaluronic Face Wash";"Face Wash";"LumiCare";24;0.23;0.001155;4.96;3.62;"Poland"
"SO-2025-000277";"2025-07-17";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0026";"Each";5;7.97;5.82;"Pending";"";"";"";"";"";0;"";0.0;0.0;"Vistula Beauty SPF 15 Face Wash";"Face Wash";"Vistula Beauty";12;0.134;0.000553;3.7;2.7;"Poland"
"SO-2025-000278";"2025-07-29";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0017";"Each";4;3.52;2.57;"Shipped";"OUT-000278";"Canada Post";"Ground";"2025-07-31";"2025-08-05";4;"CAN1930554988";10.03;7.32;"LumiCare SPF 15 Face Wash";"Face Wash";"LumiCare";36;0.257;0.001179;1.5;1.1;"Poland"
"SO-2025-000279";"2025-07-14";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0013";"Each";1;3.58;2.61;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Hydrating Face Wash";"Face Wash";"ArcticAura";12;0.328;0.001045;1.32;0.96;"Poland"
"SO-2025-000280";"2025-08-19";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0025";"Each";5;6.64;4.85;"Shipped";"OUT-000280";"UPS";"Priority";"2025-08-19";"2025-08-21";5;"UPS8104391593";16.76;12.23;"ArcticAura Hyaluronic Face Cream";"Face Cream";"ArcticAura";6;0.343;0.000936;4.08;2.98;"Poland"
"SO-2025-000281";"2025-07-13";"B2C";"Ecommerce-CA";"Consumer";"TOR";"NS";"COS-0016";"Each";3;13.75;10.04;"Shipped";"OUT-000281";"Purolator";"Ground";"2025-07-14";"2025-07-17";3;"PUR7817680464";13.57;9.91;"NordGlow SPF 30 Face Wash";"Face Wash";"NordGlow";6;0.041;0.000846;4.87;3.56;"Poland"
"SO-2025-000282";"2025-07-02";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0020";"Each";3;3.53;2.58;"Shipped";"OUT-000282";"Canada Post";"Express";"2025-07-02";"2025-07-05";3;"CAN3268465053";12.33;9.0;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";24;0.34;0.000614;1.6;1.17;"Poland"
"SO-2025-000283";"2025-07-17";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0002";"Each";2;10.9;7.96;"Shipped";"OUT-000283";"Purolator";"Ground";"2025-07-19";"2025-07-20";2;"PUR5544312506";12.56;9.17;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";6;0.177;0.000626;3.58;2.61;"Poland"
"SO-2025-000284";"2025-06-28";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0021";"Each";5;3.64;2.66;"Shipped";"OUT-000284";"UPS";"Ground";"2025-06-30";"2025-07-04";5;"UPS5825685792";7.9;5.77;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";36;0.283;0.00055;1.72;1.26;"Poland"
"SO-2025-000285";"2025-08-08";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0006";"Each";1;3.03;2.21;"Shipped";"OUT-000285";"FedEx";"Priority";"2025-08-08";"2025-08-10";1;"FED2795501646";11.34;8.28;"Vistula Beauty SPF 15 Face Cream";"Face Cream";"Vistula Beauty";12;0.224;0.000717;1.38;1.01;"Poland"
"SO-2025-000286";"2025-06-27";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0015";"Each";3;8.92;6.51;"Shipped";"OUT-000286";"Canada Post";"Ground";"2025-06-28";"2025-07-02";3;"CAN6358529435";17.37;12.68;"ArcticAura SPF 15 Face Wash";"Face Wash";"ArcticAura";12;0.161;0.000618;3.21;2.34;"Poland"
"SO-2025-000287";"2025-07-13";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0027";"Each";5;11.61;8.48;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"NordGlow Rose Lip Balm";"Lip Balm";"NordGlow";24;0.321;0.00093;5.65;4.12;"Poland"
"SO-2025-000288";"2025-07-12";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0006";"Each";1;3.05;2.23;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"Vistula Beauty SPF 15 Face Cream";"Face Cream";"Vistula Beauty";12;0.224;0.000717;1.38;1.01;"Poland"
"SO-2025-000289";"2025-06-18";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0013";"Each";3;3.38;2.47;"Shipped";"OUT-000289";"Purolator";"Ground";"2025-06-20";"2025-06-25";3;"PUR1691570567";11.65;8.5;"ArcticAura Hydrating Face Wash";"Face Wash";"ArcticAura";12;0.328;0.001045;1.32;0.96;"Poland"
"SO-2025-000290";"2025-07-07";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0022";"Each";4;5.57;4.07;"Shipped";"OUT-000290";"FedEx";"Priority";"2025-07-07";"2025-07-10";4;"FED8948336367";8.89;6.49;"ArcticAura Sensitive Skin Face Wash";"Face Wash";"ArcticAura";12;0.26;0.00069;1.63;1.19;"Poland"
"SO-2025-000291";"2025-07-04";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0001";"Each";5;4.4;3.21;"Shipped";"OUT-000291";"Purolator";"Express";"2025-07-06";"2025-07-10";5;"PUR4791993134";13.32;9.72;"LumiCare Citrus Lip Balm";"Lip Balm";"LumiCare";12;0.092;0.000196;1.86;1.36;"Poland"
"SO-2025-000292";"2025-08-24";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0016";"Each";1;13.64;9.96;"Shipped";"OUT-000292";"FedEx";"Priority";"2025-08-26";"2025-08-28";1;"FED2044120374";11.77;8.59;"NordGlow SPF 30 Face Wash";"Face Wash";"NordGlow";6;0.041;0.000846;4.87;3.56;"Poland"
"SO-2025-000293";"2025-06-24";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0011";"Each";1;6.78;4.95;"Shipped";"OUT-000293";"Purolator";"Priority";"2025-06-24";"2025-06-27";1;"PUR4813644322";11.84;8.64;"PureBaltic SPF 30 Face Wash";"Face Wash";"PureBaltic";12;0.321;0.00046;2.25;1.64;"Poland"
"SO-2025-000294";"2025-06-23";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0004";"Each";4;15.49;11.31;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Vitamin C Face Cream";"Face Cream";"ArcticAura";6;0.242;0.000252;5.11;3.73;"Poland"
"SO-2025-000295";"2025-07-01";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0026";"Each";5;7.44;5.43;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"Vistula Beauty SPF 15 Face Wash";"Face Wash";"Vistula Beauty";12;0.134;0.000553;3.7;2.7;"Poland"
"SO-2025-000296";"2025-07-14";"B2C";"Ecommerce-CA";"Consumer";"VAN";"SK";"COS-0008";"Each";4;9.51;6.94;"Shipped";"OUT-000296";"FedEx";"Express";"2025-07-16";"2025-07-21";4;"FED5726596131";8.57;6.26;"ArcticAura SPF 15 Face Cream";"Face Cream";"ArcticAura";12;0.275;0.000252;4.51;3.29;"Poland"
"SO-2025-000297";"2025-07-11";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0014";"Each";4;14.57;10.64;"Pending";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Mint Lip Balm";"Lip Balm";"LumiCare";6;0.285;0.000549;5.21;3.8;"Poland"
"SO-2025-000298";"2025-06-15";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0017";"Each";4;3.86;2.82;"Shipped";"OUT-000298";"FedEx";"Ground";"2025-06-16";"2025-06-17";4;"FED3530069900";16.69;12.18;"LumiCare SPF 15 Face Wash";"Face Wash";"LumiCare";36;0.257;0.001179;1.5;1.1;"Poland"
"SO-2025-000299";"2025-07-16";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0001";"Each";2;5.6;4.09;"Shipped";"OUT-000299";"Canada Post";"Priority";"2025-07-18";"2025-07-21";2;"CAN7360198140";16.66;12.16;"LumiCare Citrus Lip Balm";"Lip Balm";"LumiCare";12;0.092;0.000196;1.86;1.36;"Poland"
"SO-2025-000300";"2025-07-11";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0017";"Each";3;3.5;2.55;"Shipped";"OUT-000300";"Purolator";"Express";"2025-07-12";"2025-07-15";3;"PUR7311202257";9.44;6.89;"LumiCare SPF 15 Face Wash";"Face Wash";"LumiCare";36;0.257;0.001179;1.5;1.1;"Poland"
"SO-2025-000301";"2025-07-28";"B2C";"Ecommerce-CA";"Consumer";"VAN";"SK";"COS-0002";"Each";2;9.68;7.07;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";6;0.177;0.000626;3.58;2.61;"Poland"
"SO-2025-000302";"2025-06-05";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0025";"Each";3;9.15;6.68;"Shipped";"OUT-000302";"FedEx";"Ground";"2025-06-06";"2025-06-09";3;"FED8781166467";13.82;10.09;"ArcticAura Hyaluronic Face Cream";"Face Cream";"ArcticAura";6;0.343;0.000936;4.08;2.98;"Poland"
"SO-2025-000303";"2025-08-27";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0017";"Each";5;3.23;2.36;"Shipped";"OUT-000303";"Canada Post";"Express";"2025-08-29";"2025-09-03";5;"CAN7671683345";11.91;8.69;"LumiCare SPF 15 Face Wash";"Face Wash";"LumiCare";36;0.257;0.001179;1.5;1.1;"Poland"
"SO-2025-000304";"2025-08-13";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0013";"Each";3;3.24;2.37;"Shipped";"OUT-000304";"Purolator";"Express";"2025-08-14";"2025-08-15";3;"PUR1449751487";16.79;12.26;"ArcticAura Hydrating Face Wash";"Face Wash";"ArcticAura";12;0.328;0.001045;1.32;0.96;"Poland"
"SO-2025-000305";"2025-08-11";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0003";"Each";4;6.67;4.87;"Pending";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Mint Lip Balm";"Lip Balm";"ArcticAura";36;0.105;0.000171;2.48;1.81;"Poland"
"SO-2025-000306";"2025-08-20";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0029";"Each";4;12.12;8.85;"Shipped";"OUT-000306";"FedEx";"Ground";"2025-08-21";"2025-08-24";4;"FED8322548542";13.49;9.85;"LumiCare Hyaluronic Face Wash";"Face Wash";"LumiCare";24;0.23;0.001155;4.96;3.62;"Poland"
"SO-2025-000307";"2025-08-13";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0017";"Each";4;3.95;2.88;"Shipped";"OUT-000307";"UPS";"Priority";"2025-08-13";"2025-08-15";4;"UPS4359612785";16.62;12.13;"LumiCare SPF 15 Face Wash";"Face Wash";"LumiCare";36;0.257;0.001179;1.5;1.1;"Poland"
"SO-2025-000308";"2025-08-04";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0021";"Each";2;3.21;2.34;"Shipped";"OUT-000308";"UPS";"Priority";"2025-08-05";"2025-08-08";2;"UPS4449565362";14.04;10.25;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";36;0.283;0.00055;1.72;1.26;"Poland"
"SO-2025-000309";"2025-06-16";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0007";"Each";1;6.7;4.89;"Shipped";"OUT-000309";"UPS";"Priority";"2025-06-17";"2025-06-22";1;"UPS8669677828";13.55;9.89;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";36;0.263;0.001075;2.57;1.88;"Poland"
"SO-2025-000310";"2025-06-10";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0003";"Each";3;7.76;5.66;"Shipped";"OUT-000310";"Purolator";"Ground";"2025-06-11";"2025-06-13";3;"PUR6020533634";15.16;11.07;"ArcticAura Mint Lip Balm";"Lip Balm";"ArcticAura";36;0.105;0.000171;2.48;1.81;"Poland"
"SO-2025-000311";"2025-08-25";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0006";"Each";4;2.1;1.53;"Shipped";"OUT-000311";"Canada Post";"Ground";"2025-08-26";"2025-08-30";4;"CAN8307915963";7.51;5.48;"Vistula Beauty SPF 15 Face Cream";"Face Cream";"Vistula Beauty";12;0.224;0.000717;1.38;1.01;"Poland"
"SO-2025-000312";"2025-06-06";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0011";"Each";1;5.87;4.29;"Shipped";"OUT-000312";"Canada Post";"Priority";"2025-06-07";"2025-06-09";1;"CAN5653640299";12.08;8.82;"PureBaltic SPF 30 Face Wash";"Face Wash";"PureBaltic";12;0.321;0.00046;2.25;1.64;"Poland"
"SO-2025-000313";"2025-06-17";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0018";"Each";4;9.33;6.81;"Shipped";"OUT-000313";"Canada Post";"Priority";"2025-06-17";"2025-06-22";4;"CAN5740774696";7.83;5.72;"PureBaltic Rose Lip Balm";"Lip Balm";"PureBaltic";36;0.241;0.000277;2.64;1.93;"Poland"
"SO-2025-000314";"2025-08-12";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0025";"Each";3;7.2;5.26;"Shipped";"OUT-000314";"FedEx";"Priority";"2025-08-14";"2025-08-16";3;"FED2529773899";14.4;10.51;"ArcticAura Hyaluronic Face Cream";"Face Cream";"ArcticAura";6;0.343;0.000936;4.08;2.98;"Poland"
"SO-2025-000315";"2025-06-03";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0024";"Each";4;3.07;2.24;"Shipped";"OUT-000315";"Purolator";"Ground";"2025-06-03";"2025-06-04";4;"PUR4270410593";8.43;6.15;"NordGlow Vanilla Lip Balm";"Lip Balm";"NordGlow";6;0.257;0.000792;1.31;0.96;"Poland"
"SO-2025-000316";"2025-06-28";"B2C";"Ecommerce-CA";"Consumer";"TOR";"NS";"COS-0014";"Each";3;14.79;10.8;"Shipped";"OUT-000316";"UPS";"Ground";"2025-06-30";"2025-07-01";3;"UPS2309168058";11.58;8.45;"LumiCare Mint Lip Balm";"Lip Balm";"LumiCare";6;0.285;0.000549;5.21;3.8;"Poland"
"SO-2025-000317";"2025-07-19";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0002";"Each";3;8.73;6.37;"Shipped";"OUT-000317";"Purolator";"Express";"2025-07-20";"2025-07-21";3;"PUR2196564223";8.62;6.29;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";6;0.177;0.000626;3.58;2.61;"Poland"
"SO-2025-000318";"2025-07-09";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0006";"Each";2;2.88;2.1;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"Vistula Beauty SPF 15 Face Cream";"Face Cream";"Vistula Beauty";12;0.224;0.000717;1.38;1.01;"Poland"
"SO-2025-000319";"2025-07-18";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0027";"Each";3;15.63;11.41;"Shipped";"OUT-000319";"FedEx";"Ground";"2025-07-20";"2025-07-25";3;"FED4501141696";11.69;8.53;"NordGlow Rose Lip Balm";"Lip Balm";"NordGlow";24;0.321;0.00093;5.65;4.12;"Poland"
"SO-2025-000320";"2025-07-03";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0017";"Each";5;2.92;2.13;"Shipped";"OUT-000320";"FedEx";"Ground";"2025-07-03";"2025-07-08";5;"FED1540563439";15.35;11.21;"LumiCare SPF 15 Face Wash";"Face Wash";"LumiCare";36;0.257;0.001179;1.5;1.1;"Poland"
"SO-2025-000321";"2025-06-11";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0002";"Each";3;11.03;8.05;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";6;0.177;0.000626;3.58;2.61;"Poland"
"SO-2025-000322";"2025-06-25";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0018";"Each";5;7.6;5.55;"Shipped";"OUT-000322";"Canada Post";"Ground";"2025-06-25";"2025-06-30";5;"CAN9200013336";17.02;12.42;"PureBaltic Rose Lip Balm";"Lip Balm";"PureBaltic";36;0.241;0.000277;2.64;1.93;"Poland"
"SO-2025-000323";"2025-08-03";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0011";"Each";5;6.21;4.53;"Pending";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic SPF 30 Face Wash";"Face Wash";"PureBaltic";12;0.321;0.00046;2.25;1.64;"Poland"
"SO-2025-000324";"2025-07-24";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0016";"Each";3;13.39;9.77;"Shipped";"OUT-000324";"Purolator";"Ground";"2025-07-25";"2025-07-30";3;"PUR3296645851";15.35;11.21;"NordGlow SPF 30 Face Wash";"Face Wash";"NordGlow";6;0.041;0.000846;4.87;3.56;"Poland"
"SO-2025-000325";"2025-06-15";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0026";"Each";2;9.39;6.85;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"Vistula Beauty SPF 15 Face Wash";"Face Wash";"Vistula Beauty";12;0.134;0.000553;3.7;2.7;"Poland"
"SO-2025-000326";"2025-07-15";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0007";"Each";4;7.47;5.45;"Shipped";"OUT-000326";"UPS";"Ground";"2025-07-16";"2025-07-17";4;"UPS4304681844";11.5;8.4;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";36;0.263;0.001075;2.57;1.88;"Poland"
"SO-2025-000327";"2025-06-04";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0019";"Each";1;2.53;1.85;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Hydrating Face Cream";"Face Cream";"LumiCare";36;0.097;0.001069;1.36;0.99;"Poland"
"SO-2025-000328";"2025-08-24";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0025";"Each";2;8.54;6.23;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Hyaluronic Face Cream";"Face Cream";"ArcticAura";6;0.343;0.000936;4.08;2.98;"Poland"
"SO-2025-000329";"2025-07-06";"B2C";"Ecommerce-CA";"Consumer";"VAN";"NT";"COS-0001";"Each";1;4.63;3.38;"Shipped";"OUT-000329";"Purolator";"Priority";"2025-07-07";"2025-07-11";1;"PUR1183818202";13.16;9.61;"LumiCare Citrus Lip Balm";"Lip Balm";"LumiCare";12;0.092;0.000196;1.86;1.36;"Poland"
"SO-2025-000330";"2025-07-04";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0020";"Each";4;3.5;2.55;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";24;0.34;0.000614;1.6;1.17;"Poland"
"SO-2025-000331";"2025-08-07";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0004";"Each";3;12.67;9.25;"Pending";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Vitamin C Face Cream";"Face Cream";"ArcticAura";6;0.242;0.000252;5.11;3.73;"Poland"
"SO-2025-000332";"2025-06-08";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0028";"Each";4;15.05;10.99;"Pending";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic Sensitive Skin Face Cream";"Face Cream";"PureBaltic";24;0.055;0.00059;4.77;3.48;"Poland"
"SO-2025-000333";"2025-05-30";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0002";"Each";3;11.61;8.48;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";6;0.177;0.000626;3.58;2.61;"Poland"
"SO-2025-000334";"2025-07-31";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0014";"Each";2;15.79;11.53;"Shipped";"OUT-000334";"FedEx";"Priority";"2025-08-01";"2025-08-05";2;"FED7971369665";16.95;12.37;"LumiCare Mint Lip Balm";"Lip Balm";"LumiCare";6;0.285;0.000549;5.21;3.8;"Poland"
"SO-2025-000335";"2025-07-11";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0025";"Each";4;6.93;5.06;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Hyaluronic Face Cream";"Face Cream";"ArcticAura";6;0.343;0.000936;4.08;2.98;"Poland"
"SO-2025-000336";"2025-06-24";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0010";"Each";2;16.56;12.09;"Shipped";"OUT-000336";"Canada Post";"Priority";"2025-06-24";"2025-06-26";2;"CAN3383068731";8.61;6.29;"LumiCare Hyaluronic Face Wash";"Face Wash";"LumiCare";6;0.289;0.00105;5.58;4.07;"Poland"
"SO-2025-000337";"2025-06-12";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0012";"Each";3;8.04;5.87;"Pending";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Rose Lip Balm";"Lip Balm";"ArcticAura";36;0.125;0.000891;3.2;2.34;"Poland"
"SO-2025-000338";"2025-06-17";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0012";"Each";1;8.39;6.12;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Rose Lip Balm";"Lip Balm";"ArcticAura";36;0.125;0.000891;3.2;2.34;"Poland"
"SO-2025-000339";"2025-08-03";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0015";"Each";2;7.31;5.34;"Shipped";"OUT-000339";"UPS";"Ground";"2025-08-04";"2025-08-06";2;"UPS7323696129";7.88;5.75;"ArcticAura SPF 15 Face Wash";"Face Wash";"ArcticAura";12;0.161;0.000618;3.21;2.34;"Poland"
